HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.corpus_id,Input.file_id,Input.token_id,Input.sentence,Input.token,Input.begin,Input.end,Answer.sentiment.label,Approve,Reject,,,,,,,,,,
3K3G488TR280K6307ZE8R97CO885QY,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:32 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:32 PDT 2020,,,3PM8NZGV8YGB89L338248CTHLWWQXW,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:27:33 PDT 2020,Tue Jul 07 06:27:53 PDT 2020,Fri Jul 10 06:27:53 PDT 2020,,,,20,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Biotechnol-2-_-116589.nxml,2,"Both directed and random mutagenesis approaches, including the technologies of transgenesis and gene targeting in ES cells, have become commonplace.",commonplace,264,275,Difficult,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,29,28,534,1
3FHTJGYT8N0D0RR5OIIAV18R9L0GP0,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:52 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:52 PDT 2020,,,3Z7ISHFUH0VU70LMIW9PJ6OSZQ8Z8R,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:27:53 PDT 2020,Tue Jul 07 06:27:55 PDT 2020,Fri Jul 10 06:27:55 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Genet-2-11-1657042.nxml,3,We could not detect any significant difference in the distribution and aspect of PML nuclear bodies between control and p150CAF-1-depleted ES cells (Figure 2D).,difference,426,436,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,30,29,534,0
3VADEH0UHCXGQW0WJICRKFRUXWUSPW,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:45 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:45 PDT 2020,,,3SLE99ER0NDD9YJTL8TZA8ET7WTZBQ,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:27:56 PDT 2020,Tue Jul 07 06:27:58 PDT 2020,Fri Jul 10 06:27:58 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Genet-6-_-1208879.nxml,2,"All our data are consistent with the hypothesis that TRIM11 does not interact with the C-terminal peptide, but interacts with the PST domain between the homeodomain and the C-terminal peptide.",PST,288,291,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,31,30,534,0
3VCK0Q0PO5EGM247U1GF6KGG2PAN08,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:32 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:32 PDT 2020,,,3EJJQNKU9R5EYK0OBJ9IAGFSTSFRH5,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:27:58 PDT 2020,Tue Jul 07 06:28:02 PDT 2020,Fri Jul 10 06:28:02 PDT 2020,,,,4,99% (388/391),100% (315/315),100% (315/315),biomed,J Biol-3-4-549712.nxml,4,"In most cases the receptors on phagocytes that recognize these PS-bridging molecules have not been defined, but it has been reported that GAS-6 is a ligand for the tyrosine kinase receptor Mer and that MFG-E8 can bind to the vitronectin receptor Œ±vŒ≤3 [16,24].",receptors,649,658,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,32,31,534,0
3B286OTISEHG4PB475LG2JBC2RHAJI,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:32 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:32 PDT 2020,,,3AWETUDC92SNW6XZRILGWVI62MDZIZ,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:28:02 PDT 2020,Tue Jul 07 06:28:04 PDT 2020,Fri Jul 10 06:28:04 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Cancer-5-_-1310620.nxml,1,"JCW and ELC each have significant equity interest in Gene Express, Inc., which produces and markets StaRT-PCR‚Ñ¢ reagents used in this study.",Gene,53,57,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,33,32,534,0
3WRAAIUSBJZHZ9GTO90HTSJRDPWAX6,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:39 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:39 PDT 2020,,,345LHZDEDXSRK4L60SFLBX12HM23UF,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:28:04 PDT 2020,Tue Jul 07 06:28:06 PDT 2020,Fri Jul 10 06:28:06 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Genet-6-_-1181811.nxml,1,Such large numbers of nonsynonymous substitutions between orthologues is suggestive of adaptive selection.,substitutions,36,49,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,34,33,534,0
3VIVIU06FKCLBF0NMQQLZ9RCJTHIMY,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:36 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:36 PDT 2020,,,3B1NLC6UGZWFMBPYELNBKL3CDAFGP4,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:28:06 PDT 2020,Tue Jul 07 06:28:08 PDT 2020,Fri Jul 10 06:28:08 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,Arthritis Res Ther-9-1-1860061.nxml,1,We present a strategy to search candidate genes for small-effect QTL.,candidate,32,41,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,35,34,534,0
3VO4XFFP15MF7AHJVST5PTL8FE3Q7Y,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:46 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:46 PDT 2020,,,3ND9UOO81K2LSC001YYMP7GG2O3WLK,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:28:13 PDT 2020,Tue Jul 07 06:28:17 PDT 2020,Fri Jul 10 06:28:17 PDT 2020,,,,4,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Biochem-4-_-194730.nxml,1,"CH and CSC planned and carried out the experiments with the red blood cells and platelets and the fractionation studies and drafted the manuscript, GL was responsible for platelets, RK gave support on the ADVIA 120 cell counter, evaluated and discussed the results, SMP and BSG gave support on the APACT system, platelet aggregation experiments, and evaluated the results, CZ was responsible for the sorcin studies, MS studied the cytoskeletal activities of the protein, AAN conceived of the studies and participated in its design.",CH,0,2,Difficult,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,36,35,534,0
3TKSOBLOHLGF5GIKPR8VZ6C5C4TBBT,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:48 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:48 PDT 2020,,,3ZGVPD4G6THD5KDALUKKA2KFD3TZTG,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:28:18 PDT 2020,Tue Jul 07 06:28:21 PDT 2020,Fri Jul 10 06:28:21 PDT 2020,,,,3,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Med-2-12-1322285.nxml,5,Many of the double transgenic mice showed similar circular patterns of swimming near the edge of the tank when tested in the Morris water maze.,Morris,771,777,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,37,36,534,0
36FQTHX3Z3RA2LE7AYTPHNETOCGB32,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:43 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:43 PDT 2020,,,3A1PQ49WVHHQ5F17DPU34PXFPUMH10,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:28:21 PDT 2020,Tue Jul 07 06:28:23 PDT 2020,Fri Jul 10 06:28:23 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Genet-2-11-1657042.nxml,5,"Among histone chaperones, chromatin assembly factor 1 (CAF-1) is a three-subunit (p150, p60, and p48) complex which promotes histone H3 and H4 deposition onto newly synthesized DNA during replication or DNA repair [9,10].",complex,944,951,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,38,37,534,0
3S829FDFT21FXGJ58JRJJTRXYSTDXB,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:45 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:45 PDT 2020,,,3M81GAB8A0J4V6I2YCAMJF2P2T9BQ9,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:28:24 PDT 2020,Tue Jul 07 06:28:27 PDT 2020,Fri Jul 10 06:28:27 PDT 2020,,,,3,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Biol-5-_-1858683.nxml,2,Mutual inductive interactions between the ureteric bud and metanephric mesenchyme drive nephrogenesis [1].,drive,163,168,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,39,38,534,0
38DCH97KHH28R5ILW1I2SJQH693QJ5,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:50 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:50 PDT 2020,,,38JBBYETQOAVD47OA65ZHK759Y44EK,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:28:27 PDT 2020,Tue Jul 07 06:28:30 PDT 2020,Fri Jul 10 06:28:30 PDT 2020,,,,3,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Dev Biol-4-_-341451.nxml,2,This discovery has led to the identification of other disorders of embryonic development caused by mutations in genes encoding other enzymes in the post-squalene steps of cholesterol biosynthesis.,discovery,162,171,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,40,39,534,0
3GITHABACYLNIC7L9OKTP89VZNUN2S,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:33 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:33 PDT 2020,,,3DH6GAKTYYP9M6C4V07JIJCUS5BZY5,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:28:31 PDT 2020,Tue Jul 07 06:28:33 PDT 2020,Fri Jul 10 06:28:33 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Biol-2-10-509410.nxml,7,"This conversion of muscle fiber from type IIb to type IIa and type I is likely to be mediated by a calcium signaling pathway that involves calcineurin, calmodulin-dependent kinase, and the transcriptional cofactor Peroxisome proliferator-activated receptor-gamma coactivator 1Œ± (PGC-1Œ±) (Naya et al. 2000; Olson and Williams 2000; Lin et al. 2002; Wu et al. 2002).",conversion,1065,1075,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,41,40,534,0
3DA79LNS59VAY78OAKKAHHKFUJGT3A,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:51 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:51 PDT 2020,,,3SLE99ER0NDD9YJTL8TZA8ET7WUBZ3,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:28:34 PDT 2020,Tue Jul 07 06:28:36 PDT 2020,Fri Jul 10 06:28:36 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Biol-2-11-523229.nxml,2,"The Gdf5-Cre system provides a new method for restricting gene expression or inactivation primarily to articular regions, thus avoiding the pleiotropic functions of many genes in other tissues.",method,234,240,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,42,41,534,0
3AA88CN98P3CBRFP5WZ86KTWK7KKY1,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:38 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:38 PDT 2020,,,33FOTY3KEMLZO7QRRXG2TY0ZC2HC1M,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:28:37 PDT 2020,Tue Jul 07 06:28:39 PDT 2020,Fri Jul 10 06:28:39 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Dev Biol-6-_-1420271.nxml,1,ESG1 was originally identified as a transcript Ph34 that was down-regulated by retinoic acid in embryonic carcinoma cells [13].,carcinoma,106,115,Very Difficult,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,43,42,534,0
3HA5ODM5KASTVGXS5ULQQ7GCJKVSVH,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:49 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:49 PDT 2020,,,3PIWWX1FJJ6TR2C1RE3UK29GW3QJJB,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:28:39 PDT 2020,Tue Jul 07 06:28:42 PDT 2020,Fri Jul 10 06:28:42 PDT 2020,,,,3,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Neurosci-6-_-548520.nxml,3,"Two prominent pathologies were characterized in the Crx-/- retina: (1) An absolute block in outer segment morphogenesis was noted, with the block occuring at the elongation stage of outer segment formation; (2) Crx-/- photoreceptors exhibited a severe perturbation in synapse formation.",synapse,513,520,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,44,43,534,0
3KL228NDMVMCP0UPBQD2ZKMSFBUKG3,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:31 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:31 PDT 2020,,,33SA9F9TRXU7M6Q8KCBICCQWTR3EWG,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:28:42 PDT 2020,Tue Jul 07 06:28:45 PDT 2020,Fri Jul 10 06:28:45 PDT 2020,,,,3,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Neurosci-5-_-400732.nxml,2,"Several studies have demonstrated that both the acquisition [6,7] and expression [9] of associative learning are mediated by dopamine D1Rs.",acquisition,229,240,Difficult,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,45,44,534,0
3XAOZ9UYRZR1WO2H6CCWOJUVCS3Q11,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:44 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:44 PDT 2020,,,3QBD8R3Z21JHPVKD4K8VMW1JD0A4OO,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:28:46 PDT 2020,Tue Jul 07 06:28:48 PDT 2020,Fri Jul 10 06:28:48 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Genomics-5-_-340383.nxml,11,"In current study, the Acdp1 C-terminus antibody only recognizes Acdp1 in brain tissue extracts as well as in HEK293, 3T3 and PC12 cell lysates, suggesting the specificity of the antibody.",cell,1379,1383,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,46,45,534,0
363A7XIFV4MPVKBYOUZZ57M6XEOVAO,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:40 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:40 PDT 2020,,,324G5B4FB38T51AD4X4RZ7PB6ZK70L,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:28:48 PDT 2020,Tue Jul 07 06:28:50 PDT 2020,Fri Jul 10 06:28:50 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,Nucleic Acids Res-33-18-1253828.nxml,4,"Although Ndrg1 and especially its human ortholog have been quite intensely studied, its function remains unclear; however, the induction by stimuli like nickel and hypoxia suggests an involvement in the cell stress response.",nickel,672,678,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,47,46,534,0
3UUSLRKAUL3LI1DEQ6NLPUE9WZED7G,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:36 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:36 PDT 2020,,,3YMTUJH0DSGX2NPL01UUG676C8R4TA,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:28:51 PDT 2020,Tue Jul 07 06:28:53 PDT 2020,Fri Jul 10 06:28:53 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Ophthalmol-3-_-149350.nxml,4,"Moreover, expression of alpha-crystallin, particularly alphaB, was shown to not be restricted to the lens.",lens,682,686,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,48,47,534,0
3XUSYT70IT170QDU572CAF4MOL8D0G,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:33 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:33 PDT 2020,,,3I33IC7ZWF2IKDBPQNKPSMKG45A2AR,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:28:53 PDT 2020,Tue Jul 07 06:28:55 PDT 2020,Fri Jul 10 06:28:55 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Neurosci-7-_-1420314.nxml,2,In situ hybridisation analysis has detected Adam11 gene expression in the pyramidal cells of CA1‚ÄìCA3 fields and granule cells of the dentate gyrus in the hippocampus and in granular cells in the cerebellum [25].,gyrus,352,357,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,49,48,534,0
3K3G488TR280K6307ZE8R97CO88Q5J,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:45 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:45 PDT 2020,,,3QEMNNSB2XZN4LB7G9SMEE9U0OT7DE,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:28:55 PDT 2020,Tue Jul 07 06:28:57 PDT 2020,Fri Jul 10 06:28:57 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Genet-3-8-1959384.nxml,3,"Of these four genes, SAE2 and ZIP1 do not have clear mammalian orthologs (although SYCP1 may be a functional ortholog of ZIP1), and mutation of the mouse RAD17 ortholog, Rad1, presumably causes embryonic lethality [42].",lethality,505,514,Very Difficult,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,50,49,534,0
3SSN80MU8CONBMPF00D6N6MNI1QKXV,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:38 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:38 PDT 2020,,,34S6N1K2ZVJ3VM5B6ZCMO46TN0RHL6,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:28:58 PDT 2020,Tue Jul 07 06:28:59 PDT 2020,Fri Jul 10 06:28:59 PDT 2020,,,,1,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Neurosci-7-_-1420314.nxml,6,"The remaining half, which are non-protease-ADAMs, are thought to be adhesion molecules.",half,777,781,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,51,50,534,0
3O2Y2UIUCQU6B0YU067KHZMGEWUKF4,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:31 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:31 PDT 2020,,,38BQUHLA9W0XTL9JAO8R8QIJZRVMO1,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:29:00 PDT 2020,Tue Jul 07 06:29:02 PDT 2020,Fri Jul 10 06:29:02 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Biol-3-5-1110896.nxml,2,"Er81 controls proprioceptive afferent connectivity [14], and we therefore sought to identify an ETS transcriptional regulator that, when expressed over the normal time course of Er81 expression, is able to substitute for Er81 function within group Ia afferent sensory neurons.",connectivity,410,422,Difficult,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
